0.000000 1.676266 0.000000 1.000000
0.100000 1.682637 0.000000 1.000000
0.200000 1.685882 0.000000 1.000000
0.300000 1.683710 0.000000 1.000000
0.400000 1.680393 0.000000 1.000000
0.500000 1.677852 0.000000 1.000000
0.600000 1.675727 0.000000 1.000000
0.700000 1.672794 0.000000 1.000000
0.800000 1.667181 0.000000 1.000000
0.900000 1.661024 0.000000 1.000000
1.000000 1.659464 0.000000 1.000000
1.100000 1.663782 0.000000 1.000000
1.200000 1.671302 0.000000 1.000000
1.300000 1.678703 0.000000 1.000000
1.400000 1.688108 0.000000 1.000000
1.500000 1.695509 0.000000 1.000000
1.600000 1.700747 0.000000 1.000000
1.700000 1.705225 0.000000 1.000000
1.800000 1.708638 0.000000 1.000000
1.900000 1.708252 0.000000 1.000000
2.000000 1.707071 0.000000 1.000000
2.100000 1.706606 0.000000 1.000000
2.200000 1.708364 0.000000 1.000000
2.300000 1.710339 0.000000 1.000000
2.400000 1.710865 0.000000 1.000000
2.500000 1.707413 0.000000 1.000000
2.600000 1.702064 0.000000 1.000000
2.700000 1.699059 0.000000 1.000000
2.800000 1.699297 0.000000 1.000000
2.900000 1.702159 0.000000 1.000000
3.000000 1.705772 0.000000 1.000000
3.100000 1.704623 0.000000 1.000000
3.200000 1.698859 0.000000 1.000000
3.300000 1.689587 0.000000 1.000000
3.400000 1.683022 0.000000 1.000000
3.500000 1.681237 0.000000 1.000000
3.600000 1.684785 0.000000 1.000000
3.700000 1.691344 0.000000 1.000000
3.800000 1.697826 0.000000 1.000000
3.900000 1.704333 0.000000 1.000000
4.000000 1.710461 0.000000 1.000000
4.100000 1.715978 0.000000 1.000000
4.200000 1.723103 0.000000 1.000000
4.300000 1.729264 0.000000 1.000000
4.400000 1.735982 0.000000 1.000000
4.500000 1.740624 0.000000 1.000000
4.600000 1.741963 0.000000 1.000000
4.700000 1.739557 0.000000 1.000000
4.800000 1.734122 0.000000 1.000000
4.900000 1.730766 0.000000 1.000000
5.000000 1.728330 0.000000 1.000000
5.100000 1.722290 0.334086 1.007628
5.200000 1.714119 0.146080 1.010452
5.300000 1.705725 0.031168 1.010845
5.400000 1.699679 0.006611 1.010768
5.500000 1.699789 0.006822 1.010698
5.600000 1.702508 0.014283 1.010763
5.700000 1.706109 0.033969 1.011173
5.800000 1.708590 0.057143 1.011980
5.900000 1.710725 0.085213 1.013263
6.000000 1.709700 0.070727 1.014247
6.100000 1.705241 0.027903 1.014474
6.200000 1.700098 0.007443 1.014363
6.300000 1.694861 0.001476 1.014161
6.400000 1.688340 0.000000 1.013943
6.500000 1.680383 0.000000 1.013732
6.600000 1.673046 0.000000 1.013527
6.700000 1.668766 0.000000 1.013328
6.800000 1.668863 0.000000 1.013135
6.900000 1.673664 0.000000 1.012947
7.000000 1.679309 0.000000 1.012765
7.100000 1.683135 0.000000 1.012588
7.200000 1.685012 0.000000 1.012415
7.300000 1.685321 0.000000 1.012248
7.400000 1.686600 0.000000 1.012084
7.500000 1.690402 0.000103 1.011927
7.600000 1.693021 0.000755 1.011782
7.700000 1.693932 0.001081 1.011644
7.800000 1.692557 0.000605 1.011505
7.900000 1.687083 0.000000 1.011361
8.000000 1.677953 0.000000 1.011221
8.100000 1.669259 0.000000 1.011084
8.200000 1.664915 0.000000 1.010950
8.300000 1.667552 0.000000 1.010820
8.400000 1.674147 0.000000 1.010692
8.500000 1.679709 0.000000 1.010568
8.600000 1.686032 0.000000 1.010447
8.700000 1.693007 0.000750 1.010337
8.800000 1.697375 0.003316 1.010258
8.900000 1.698742 0.005036 1.010200
9.000000 1.697363 0.003303 1.010124
9.100000 1.693131 0.000792 1.010023
9.200000 1.690096 0.000064 1.009916
9.300000 1.686013 0.000000 1.009810
9.400000 1.678065 0.000000 1.009707
9.500000 1.669163 0.000000 1.009606
9.600000 1.662121 0.000000 1.009507
9.700000 1.658934 0.000000 1.009410
9.800000 1.662430 0.000000 1.009315
9.900000 1.668923 0.000000 1.009221
10.000000 1.679810 0.000000 1.009130
10.100000 1.688163 0.282859 1.012246
10.200000 1.691753 0.196990 1.014241
10.300000 1.692106 0.188828 1.016102
10.400000 1.692009 0.191067 1.017954
10.500000 1.692987 0.169074 1.019522
10.600001 1.692716 0.175069 1.021128
10.700001 1.690463 0.227507 1.023298
10.800001 1.687610 0.295780 1.026242
10.900001 1.683818 0.370005 1.030074
11.000001 1.679948 0.400859 1.034245
11.100001 1.677936 0.393917 1.038250
11.200001 1.679825 0.400910 1.042276
11.300001 1.685480 0.341388 1.045474
11.400001 1.690436 0.228166 1.047307
11.500001 1.694332 0.140921 1.048204
11.600001 1.697478 0.087680 1.048575
11.700001 1.700471 0.055717 1.048649
11.800001 1.700314 0.056922 1.048733
11.900001 1.699591 0.063132 1.048870
12.000001 1.700191 0.057895 1.048958
12.100001 1.700688 0.054142 1.049013
12.200001 1.701048 0.051742 1.049046
12.300001 1.699976 0.059682 1.049147
12.400001 1.698731 0.071960 1.049351
12.500001 1.697832 0.082897 1.049645
12.600001 1.696096 0.108752 1.050159
12.700001 1.694867 0.130575 1.050856
12.800001 1.692129 0.188320 1.052068
12.900001 1.687214 0.304809 1.054409
13.000001 1.684404 0.360807 1.057311
13.100001 1.683819 0.369987 1.060268
13.200001 1.684145 0.364994 1.063127
13.300001 1.685315 0.344569 1.065726
13.400001 1.687507 0.298152 1.067812
13.500001 1.688649 0.271304 1.069605
13.600001 1.689558 0.249340 1.071164
13.700001 1.691092 0.212492 1.072364
13.800001 1.693104 0.166527 1.073147
13.900001 1.694605 0.135586 1.073662
14.000001 1.696897 0.096071 1.073855
14.100001 1.697540 0.086816 1.073973
14.200001 1.695229 0.123858 1.074378
